test_case,model,task,SA@1,SA@5,SA@10,SA@50,SA@All,pareto_occam@5,mdl@5,pareto_occam@10,mdl@10,train_nmse,test_nmse,ood_nmse,test_max_rel_error,ood_max_rel_error,test_Acc0.001,test_Acc0.01,test_Acc0.1,ood_Acc0.001,ood_Acc0.01,ood_Acc0.1,both_Acc0.001,both_Acc0.01,both_Acc0.1,source_file,candidate_index,source_status,metric_status,selection_rule,param_names,best_params_json,preview,test_95pctAcc0.001,test_95pctAcc0.01,test_95pctAcc0.1,ood_95pctAcc0.001,ood_95pctAcc0.01,ood_95pctAcc0.1,both_95pctAcc0.001,both_95pctAcc0.01,both_95pctAcc0.1
BPG10,gpt-5-2,lbfgs,1,1,1,1,1,1,1,1,1,1.80126790131e-15,2.11515028833e-15,4.05412188961e-14,9.05216089865e-08,1.06152629973e-07,1,1,1,1,1,1,1,1,1,logs/llm-srbench/lbfgs/gpt-5-2/BPG10.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4,"[-0.8989919038177135,2.3259031102107808,1.4024027800373722,-3.6272977895366325,7.327800837818931e-09]",P**(1/3)*c0 + P**(1/3) + P*c1 + P*c2 + P*c3 + c4/P**5,1,1,1,1,1,1,1,1,1
BPG11,gpt-5-2,lbfgs,0,0,0,0,0,0,0,0,0,1.47380229356e-05,1.55583963865e-05,0.934591963252,39.9805634342,0.105541696047,0,0,0,0,0,0,0,0,0,logs/llm-srbench/lbfgs/gpt-5-2/BPG11.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8,"[2.4963,1.172,-0.034071,1.9373,3.5264,-1.3589,0.011061,1.8339,5.8357]",P*c0/(P + c1) + P*c2 + P**c3*c4*exp(c5*t) + c6*sin(P*c7 + c8),0,0,1,0,0,0,0,0,0
BPG12,gpt-5-2,lbfgs,1,1,1,1,1,1,1,1,1,6.88201746732e-13,6.7818132098e-13,1.50844041257e-12,0.000169313628839,0.00055717772957,1,1,1,1,1,1,1,1,1,logs/llm-srbench/lbfgs/gpt-5-2/BPG12.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7;c8,"[-0.010666867322951473,-0.33112307273553326,-0.8770003049359973,0.5671736061470644,3.14159265319479,1.0324234922736455,0.27993747853128886,0.00032551287791031885,9.868679857133038e-08]",P**2*c0 + P*c1 + P*c2*sin(c3*t + c4) + P*c5 + c6*log(P*c7 + 1) + c8,1,1,1,1,1,1,1,1,1
BPG13,gpt-5-2,lbfgs,0,0,0,0,0,0,0,0,0,1.9487066332e-08,1.08183167111e-08,3.11789844418e-07,0.091155880106,0.215338832496,0,0,1,0,0,0,0,0,0,logs/llm-srbench/lbfgs/gpt-5-2/BPG13.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5,"[-0.0034856784613908932,0.49487853700801404,-0.43957148082498343,-2.8737689377692694,2.074956094821493,-0.023400177296984966]",P**3*c0 + P**2*c1 + P**2*c2 + P*c3 + P*c4 + P + c5/P**5,0,1,1,0,1,1,0,1,1
BPG14,gpt-5-2,lbfgs,0,0,0,0,0,0,0,0,0,1.33914595178e-05,1.31430995972e-05,23.3404715966,2.90326298709,1.09572417193,0,0,0,0,0,0,0,0,0,logs/llm-srbench/lbfgs/gpt-5-2/BPG14.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-0.0031883890376428574,0.2831208138721887,-0.037090366419062416,-69.94759856693075,0.006781252047018134,1.0998337098803335,0.28950362365502347,-0.1884369986678127,-0.67219876975239,-1.439404978501974]",P**2*c0 + P*c1 + P**c2*c3*log(c4*t + 1) + c5 + c6*t + c7*t*(P + c8)**c9,0,0,1,0,0,0,0,0,0
BPG15,gpt-5-2,lbfgs,0,0,0,1,1,0,0,0,0,6.36827270596e-08,6.51084134316e-08,0.000702560702533,0.00924582272195,0.00234232728858,0,1,1,0,1,1,0,1,1,logs/llm-srbench/lbfgs/gpt-5-2/BPG15.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[0.9965286491249522,157.6358164624414,365.5829937566113,-0.5025415355595121,76.33825368477676,-0.085103693024172,136.85212380412355,142.91536255385995,7.238746017815249,135.15524811039998]",P**2*c0/(P*c1 + c2) + P**2*c3/(P*c1 + c2) + P**2*c4*exp(c5*t)/(P*c1 + c2) + P*c6/(P*c1 + c2) + P*c7/(P*c1 + c2) + P*c8*exp(c5*t)/(P + c2) + c9/(P*c1 + c2),1,1,1,0,1,1,0,1,1
BPG16,gpt-5-2,lbfgs,1,1,1,1,1,1,1,1,1,1.23891250477e-07,2.10313403971e-07,4.5809500587e-06,1.74663222809,0.820957290756,0,0,0,0,0,0,0,0,0,logs/llm-srbench/lbfgs/gpt-5-2/BPG16.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-0.010145225285254161,0.20646182207715924,1.6417719986456052,4.437046019048655,0.571996200614059,0.004360902187441255,0.052150189782992476,0.9501099087240997,2.6756697930202473,2.5506282818134918]",P**3*c0 + P**2*c1 + P*c2/(P + c3) + c4 + c5*log(c6*cos(c7*t + c8*log(c9*Abs(P) + 1))**2 + 1),0,0,1,0,0,1,0,0,1
BPG17,gpt-5-2,lbfgs,0,0,0,0,0,0,0,0,0,3.38065254948e-10,3.32912605079e-10,0.00131479936586,0.0257462589166,0.00892826533816,0,0,1,0,1,1,0,0,1,logs/llm-srbench/lbfgs/gpt-5-2/BPG17.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[0.08891259879570884,-0.48555118238167144,1.9286652640589097,4.615925545629181,0.1893494356323652,-1.4193589932474575e-09,4.864203868370407,0.002358878426154426,1.9171233693794667,5.703140511054207]",P**2*c0 + P*c1 + P*c2/(P*c3 + 1) + c4 + c5*exp(c6*sin(P*c7 + c8*t + c9)),0,0,1,0,1,1,0,0,1
BPG18,gpt-5-2,lbfgs,1,1,1,1,1,1,1,1,1,1.02079138334e-12,1.15274334256e-12,1.74216318278e-12,0.000292504424351,0.00137054810819,1,1,1,0,1,1,0,1,1,logs/llm-srbench/lbfgs/gpt-5-2/BPG18.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7;c8,"[-0.00872392779260198,-0.19714773125331575,-0.47705300335378714,0.77606024322751,3.141592668050853,1.0880576384855847,0.41642488388578086,1.9068576232883757e-05,34.01188918556958]",P**2*c0 + P*c1 + P*c2*sin(c3*t + c4) + P*c5 + P**c6*c7/(P**c6 + c8),1,1,1,1,1,1,1,1,1
BPG19,gpt-5-2,lbfgs,1,1,1,1,1,1,1,1,1,9.20011320932e-14,1.00119867587e-13,1.15851768522e-08,0.0034101444521,0.03837363257,0,1,1,0,0,1,0,0,1,logs/llm-srbench/lbfgs/gpt-5-2/BPG19.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7;c8,"[-0.004982565429694462,1.0000039185156599e-06,-1.2255372120380523,4.776978638722101,0.636497057719047,0.42056716693669116,-2.5945477971878823,-21.1839940451455,0.0001788143830017621]",P**2*c0 + P*P**c1*c2/(P**c1 + c3) + P*c4 + P*c5*t**c6 + c7*log(P*c8 + 1),1,1,1,0,1,1,0,1,1
BPG20,gpt-5-2,lbfgs,0,0,0,0,0,0,0,0,0,1.46217228561e-06,1.77407798661e-06,9.12967423951e-05,9.81188877152,9.63875198172,0,0,0,0,0,0,0,0,0,logs/llm-srbench/lbfgs/gpt-5-2/BPG20.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-0.08403715554057768,1.0000000000000002e-06,-98.2152921574275,5.674097504559116,103.28127295747828,1.1129164751675602,4.9999999995787485,0.0004449818321963476,-15.025812095313086,3.142207058651734]",P**2*c0/(P*c1 + 1) + P*c2/(P*c1 + 1) + P*c3/(P*c1 + 1) + P*c4*sin(c5 + c6*log(c7*Abs(P) + 1))/(P*c1 + 1) + c8*sin(c6*log(c7*Abs(P) + 1) + c9)/(P*c1 + 1),0,0,0,0,0,0,0,0,0
BPG21,gpt-5-2,lbfgs,0,0,0,0,0,0,0,0,0,8.74394665821e-09,1.03242271041e-08,0.000768976893155,0.00437545645222,0.0102529105643,0,1,1,0,0,1,0,0,1,logs/llm-srbench/lbfgs/gpt-5-2/BPG21.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[0.032552565600952106,0.39159057689242965,-0.5319684953757218,-0.8596893270562305,-3.9142890058042985,-5.004867821671428e-07,-3.728155704140358e-09,9.9908661898601,4.32428335963267,2.414104340683092]",P**2*c0 + P*c1 + P*c2 + c3*t**c4 + c5 + c6*exp(c7*Abs(P))*sin(c8 + c9*t) + t**(-4),0,1,1,0,1,1,0,1,1
BPG22,gpt-5-2,lbfgs,0,0,0,0,0,0,0,0,0,4.21729093598e-08,4.33464377807e-08,0.00281798613812,0.0206000042536,0.0203569648368,0,0,1,0,0,1,0,0,1,logs/llm-srbench/lbfgs/gpt-5-2/BPG22.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7,"[0.14502842980052566,-0.3475629739867476,-0.02145351094139927,0.7477342179942449,2.295472626014073,0.0604519847680464,4.998889384547422,1.99260958957778]",P*c0 + c1*t**c2 + c3*sin(c4*log(c5*Abs(P + c6) + 1) + c7),0,1,1,0,0,1,0,0,1
BPG23,gpt-5-2,lbfgs,1,1,1,1,1,1,1,1,1,4.1456425718e-13,6.55063742188e-13,1.13436829962e-08,0.0728187548521,0.0381975212927,0,0,1,0,0,1,0,0,1,logs/llm-srbench/lbfgs/gpt-5-2/BPG23.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4,"[-0.018155829656852095,1.5971177065452213,-0.5980421741418238,-0.0768277687127471,-0.4010333478093936]",P**2*c0 + P*c1 + P*c2*exp(P*c3) + P*c4,1,1,1,0,1,1,0,1,1
BPG_all,gpt-5-2,lbfgs,7/24,8/24,8/24,14/24,14/24,8/24,8/24,10/24,8/24,1.41155064951e-08,1.05712719076e-08,1.01148878947e-05,0.0650157600328,0.0292772430647,3/24,8/24,14/24,2/24,9/24,14/24,2/24,6/24,12/24,,,,aggregate row; no single NMSE,combined aggregate row,,[],,9/24,15/24,21/24,7/24,15/24,19/24,6/24,14/24,19/24
CRK0,gpt-5-2,lbfgs,0,0,0,0,0,0,0,0,0,5.06823539234e-11,4.50334143318e-11,1.66991537374e-08,0.0247091713622,0.000344430586872,0,0,1,1,1,1,0,0,1,logs/llm-srbench/lbfgs/gpt-5-2/CRK0.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5,"[-0.4560921031924023,0.03853906322087104,-4.4817680397901904,0.48721429439949737,2.8218860876500647,-0.3369415876328353]",A**(1/3)*c0 + A**5*c1 + A**2*c2 + A**2*c3 + A**2*c4 + 2*A + c5,1,1,1,1,1,1,1,1,1
CRK1,gpt-5-2,lbfgs,1,1,1,1,1,1,1,1,1,3.08149911079e-13,2.57102882926e-13,1.02910456982e-08,0.039693970999,0.00551710672885,0,0,1,0,1,1,0,0,1,logs/llm-srbench/lbfgs/gpt-5-2/CRK1.txt,,?,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs (fallback all candidates),c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[0.10325146118219147,-0.820367474176758,-3.1791041803153584,1.7968489734621969,1.2383249291166971,1.1441975664103627,-0.48269952404391325,0.8184593546540854,1.734955345584389,1.0000410216835378]",A**2*c0 + A**2*c1 + A*c2 + A*c3 + A/(A*c4 + 1) + c5 + c6*sin(c7*log(c8*Abs(A) + 1) + c9),1,1,1,1,1,1,1,1,1
CRK2,gpt-5-2,lbfgs,0,0,0,1,1,0,0,0,0,2.70175172464e-09,2.75341694848e-09,3.3882525052e-07,0.00928605286311,0.00144070715857,0,1,1,0,1,1,0,1,1,logs/llm-srbench/lbfgs/gpt-5-2/CRK2.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[1.0751884611362872,2.8500516931240387,-1.6068433876571682,-1.2214709815966262e-08,0.9067077240670424,-0.6268834670347035,-3.976324574458674,2.791448965166657,0.4288631893698939,0.9198333068690961]",A**2 + A*c0 + c1*exp(A*c2) + c3*sin(c4*t + c5) + c6 + c7*cos(c8*exp(A*c9)),0,1,1,1,1,1,0,1,1
CRK3,gpt-5-2,lbfgs,0,0,0,0,0,0,0,0,0,3.89429593782e-07,2.97223162243e-07,0.00604375118918,0.0735398507535,0.0286796064733,0,0,1,0,0,1,0,0,1,logs/llm-srbench/lbfgs/gpt-5-2/CRK3.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7,"[-5.804435413344061,0.1042049551471029,1.0389685218716675,-0.54604854402578,-0.037680494236943855,15.140195052588584,7.361538526401258e-07,0.2931718074546949]",A*c0 + A + A/(A + c1) + A**c2*c3*exp(c4*t) + c5*exp(c6*t)*log(A*c7 + 1),0,1,1,0,0,1,0,0,1
CRK4,gpt-5-2,lbfgs,0,0,0,0,0,0,0,0,0,6.0188922534e-06,5.17167024655e-06,0.000457199216532,0.0262156146351,0.00143039515244,0,0,1,0,1,1,0,0,1,logs/llm-srbench/lbfgs/gpt-5-2/CRK4.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[0.017691,-0.52468,-0.1053,-0.23283,0.01912,6.0653,8.7596,-2.2685,-0.80148,0.45236]",A**2*c0 + A*c1 + A*c2*exp(c3*t) + c4*t/(A*c5 + c6) + c7/(A*c5 + c6) + c8 + sqrt(Abs(A)) + c9/A**(1/4),0,0,1,0,1,1,0,0,1
CRK5,gpt-5-2,lbfgs,0,0,1,1,1,1,0,1,1,4.48300338395e-09,4.35947718734e-09,8.92090298032e-06,3.75076216304e-05,0.000110276158611,1,1,1,1,1,1,1,1,1,logs/llm-srbench/lbfgs/gpt-5-2/CRK5.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8,"[-1.2980506520030735,1.0039226935199943,1.2634117468380353,0.013824531578030857,3.0072004830016343,-3.900071592920178,1.4053845842698438,0.5032660761651933,-1.3965678266410861]",A*c0 + A**c1*c2 + A**c3*c4 + c5*t/(c6*t + c7) + c8/(c6*t + c7),1,1,1,1,1,1,1,1,1
CRK6,gpt-5-2,lbfgs,0,0,0,0,0,0,0,0,0,6.59657902631e-05,7.19690960551e-05,0.478536839718,0.0460722600404,0.135950378546,0,0,1,0,0,0,0,0,0,logs/llm-srbench/lbfgs/gpt-5-2/CRK6.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7,"[-1.142,1.1033,0.13876,-0.58124,0.30915,0.32868,0.29103,5.7759]",A*c0 + A*c1 + A*c2*exp(c3*t) + c4*exp(c5*sin(A*c6 + c7)),0,0,1,0,0,0,0,0,0
CRK7,gpt-5-2,lbfgs,0,0,0,1,1,0,0,0,0,2.62228401541e-06,2.70594932137e-06,7.25486816741e-05,0.0181358474375,0.00140918760884,0,0,1,0,1,1,0,0,1,logs/llm-srbench/lbfgs/gpt-5-2/CRK7.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5,"[-0.0543824494858825,0.94028656922252,-0.694987770827994,-0.0862626798243884,1.0057467085378022,-0.41485973100785306]",A*c0 + A**c1*c2*exp(c3*t) + c4*exp(A*c5),0,1,1,0,1,1,0,1,1
CRK8,gpt-5-2,lbfgs,0,0,0,1,1,0,0,0,0,3.78221720996e-11,5.80011256491e-11,25.8851096979,0.285768900539,0.291850956611,0,0,0,0,0,0,0,0,0,logs/llm-srbench/lbfgs/gpt-5-2/CRK8.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7,"[3.698157182171008,2.621978581535181,-3.1367754400684222,1.437200134891481,0.9894157195175557,4.344995965584942e-07,4.99915990193729,-2.1878185619385404e-06]",A**2*c0 + A*c1 + A*c2*(A*c3 + 1)**c4 + c5*log(c6*t + 1) + c7,0,0,0,0,0,0,0,0,0
CRK9,gpt-5-2,lbfgs,0,0,0,0,0,0,0,0,0,1.6479120987e-07,1.52763354427e-07,0.0573020897415,10.3104827449,20.61386643,0,0,0,0,0,0,0,0,0,logs/llm-srbench/lbfgs/gpt-5-2/CRK9.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7,"[-0.48609181202774243,0.030499928236790097,-0.00030484556466842165,-0.1851893060916326,1.9152765786120012,-1.0171779656977062,0.0005334210851798311,1.549428491886441]",A*c0 + A*c1*Abs(A) + A*c2*exp(c3*t)*Abs(A) + c4 + c5*sin(c6*t + c7),0,0,0,0,0,0,0,0,0
CRK10,gpt-5-2,lbfgs,0,0,0,1,1,0,0,0,0,1.24547831132e-11,1.03574162799e-11,6.40110076752e-08,0.0534756887938,0.000804871258049,0,0,1,1,1,1,0,0,1,logs/llm-srbench/lbfgs/gpt-5-2/CRK10.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4,"[-1.0309529270138806,2.781223643035764,3.7912468208121215,0.7976814893598848,-1.7561073610175753]",A**(3/2)*c0 + A*c1 + A/(A*c2 + 1) + A**c3*c4,1,1,1,1,1,1,1,1,1
CRK11,gpt-5-2,lbfgs,0,0,0,0,0,0,0,0,0,4.59720923855e-10,6.45315078722e-10,3.04711491519e-06,0.239371556889,0.228201197952,0,0,0,0,0,0,0,0,0,logs/llm-srbench/lbfgs/gpt-5-2/CRK11.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7,"[-0.07759684795468072,-0.8630266622297078,-0.47777661601498883,-0.9596214939677967,-3.8792652570862166e-08,-8.569686644778071e-05,4.661506525585303,0.6424335733986782]",A**(1/5) + A**2*c0 + A**2*c1 + A**2 + c2 + c3*Abs(A)**2 + c4*t + c5/(c6*t + c7),0,0,1,0,0,1,0,0,1
CRK12,gpt-5-2,lbfgs,0,0,0,0,0,0,0,0,0,1.43533155561e-05,1.38494709923e-05,0.0071881003317,0.0046715148989,0.00735705792467,0,1,1,0,1,1,0,1,1,logs/llm-srbench/lbfgs/gpt-5-2/CRK12.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-0.620421485624576,46.89780867675265,1.0072305927448066,0.008428748837255225,0.008442166295166535,0.06503800080647593,4.1930669794462,-0.20668535422335846,-18.568010295720764,16.68978827439763]",A**c0*c1*log(c2 + c3*Abs(A*c4))*cos(c5*t + c6) + c7*tanh(A*c8 + c9),0,1,1,0,1,1,0,1,1
