test_case,model,task,SA@1,SA@5,SA@10,SA@50,SA@All,pareto_occam@5,mdl@5,pareto_occam@10,mdl@10,train_nmse,test_nmse,ood_nmse,test_max_rel_error,ood_max_rel_error,test_Acc0.001,test_Acc0.01,test_Acc0.1,ood_Acc0.001,ood_Acc0.01,ood_Acc0.1,both_Acc0.001,both_Acc0.01,both_Acc0.1,source_file,candidate_index,source_status,metric_status,selection_rule,param_names,best_params_json,preview,test_95pctAcc0.001,test_95pctAcc0.01,test_95pctAcc0.1,ood_95pctAcc0.001,ood_95pctAcc0.01,ood_95pctAcc0.1,both_95pctAcc0.001,both_95pctAcc0.01,both_95pctAcc0.1
BPG15,gpt-5-2,full,1,1,1,1,1,1,1,1,1,2.12851437854e-14,2.09223797109e-14,9.46337413212e-13,1.98914646782e-07,1.19779250673e-07,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/gpt-5-2/BPG15.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7;c8,"[6.323421684372022e-15,-1.316522909362074e-11,-1.4540438489931579e-11,0.541084266058176,1.1722419098507875,-0.6666666676482557,2.1422720936520906e-08,0.48669112472776105,-0.08577402825581697]",P**3*c0 + P**2*c1 + P**2*c2 + P*c3*(P*c4)**c5 + P*c6 + P*c7*exp(c8*t),1,1,1,1,1,1,1,1,1
BPG16,gpt-5-2,full,1,1,1,1,1,1,1,1,1,1.77127274864e-12,2.84833511721e-12,4.73451530096e-09,0.0400799203852,0.0172655967056,0,0,1,0,0,1,0,0,1,logs/llm-srbench/full/gpt-5-2/BPG16.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[0.8677807133526192,-0.010098441504113598,0.10564300185357091,0.09877963204549996,1.465701595357309e-07,0.9472232829516072,4.031776175960615,0.0008562780820398947,0.179161676735917,1.8795804794793758]",P**(1/3)*c0 + P**3*c1 + P**2*c2 + P**2*c3 + c4*sin(P*c5 + c6*log(c7*exp(c8*t) + 1) + c9),1,1,1,1,1,1,1,1,1
BPG17,gpt-5-2,full,0,1,1,1,1,1,1,1,1,5.09564106606e-13,4.99202721517e-13,2.45993691427e-06,0.00156019813515,0.000652128149675,0,1,1,1,1,1,0,1,1,logs/llm-srbench/full/gpt-5-2/BPG17.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6,"[0.7907613654354597,2.5765907584467613,0.011237751585616662,0.7191177518970456,4.998939673456184,-38.40782671645435,0.08759891404901894]",P**(1/3)*c0 + P*c1 + c2*sin(P*c3 + c4) + c5*log(P*c6 + 1),1,1,1,1,1,1,1,1,1
BPG18,gpt-5-2,full,1,1,1,1,1,1,1,1,1,1.02160719229e-12,1.15572707289e-12,1.74105510625e-12,0.000296802295893,0.001347352285,1,1,1,0,1,1,0,1,1,logs/llm-srbench/full/gpt-5-2/BPG18.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7;c8,"[-0.008723927998729513,0.44545497788164906,-0.4770530056230922,0.776060243176319,3.1415926654821633,0.44545497788163063,-6.253314174017658e-11,-28.021981810771933,1.0]",P**2*c0 + P*c1 + P*c2*sin(c3*t + c4) + P*c5 + c6*t*(P + c7)**c8,1,1,1,1,1,1,1,1,1
BPG19,gpt-5-2,full,1,1,1,1,1,1,1,1,1,8.92239931639e-14,9.57520040622e-14,1.15559141189e-08,0.00380908538139,0.0337294107506,0,1,1,0,0,1,0,0,1,logs/llm-srbench/full/gpt-5-2/BPG19.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7;c8,"[-0.004982234362118336,0.4205670813735071,0.4205670823512297,-2.5945382698602066,1.698713101475095,-1.765708297361673e-11,0.3211362799593604,1.7699031517883437,4.119397426402763]",P**2*c0 + P*c1 + P*c2*t**c3 + P**c4*c5*log(c6*t + 1)*cos(c7*t + c8),1,1,1,0,1,1,0,1,1
BPG20,gpt-5-2,full,0,0,0,0,0,0,0,0,0,5.72976935598e-13,6.30706330722e-13,3.44625137231e-09,0.0122298634451,0.0326605004673,0,0,1,0,0,1,0,0,1,logs/llm-srbench/full/gpt-5-2/BPG20.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8,"[0.01905043000349891,7.281004371208663,-0.012936777415445891,-3.5229662752435797,0.0020432854458188603,0.8553705416327189,2.702839633535773,-0.0035273326318244363,0.15201971237788248]",(P**5*(P**6*c0*(P + c1)*(P*c2 + 1) + P**c3*c4*sin(c5*t + c6)) + c7*exp(c8*t))/P**10,1,1,1,1,1,1,1,1,1
BPG21,gpt-5-2,full,0,1,1,1,1,1,1,1,1,2.64133505431e-15,2.56397805862e-15,1.16332769842e-12,1.41756016762e-06,4.4331870927e-07,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/gpt-5-2/BPG21.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8,"[0.03277232681567451,-1.075388993609196,0.14042029305117873,-4.532117746092286,1.0660875977204445e-08,-1.0546890045862798,18.576333340610685,0.050331183027192396,1.065692699496366e-12]",P**2*c0 + P*c1 + P*c2*t**c3 + P*c4/(P + c5) + c6*sin(P*c7 + c8),1,1,1,1,1,1,1,1,1
BPG22,gpt-5-2,full,1,1,1,1,1,1,1,1,1,1.8654439545e-15,1.89518872159e-15,3.18113488238e-14,1.69724339823e-07,1.10145752227e-07,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/gpt-5-2/BPG22.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[0.11781613320157104,-0.027228549109919554,0.11781616816441404,-0.11781609244619264,-0.027228494962891637,7.833124274654928e-09,-1.5506435541315372e-07,0.503698996183233,0.02369567774789183,-0.04187435881761008]",P*c0*exp(c1*t) + P*c2 + P*c3*exp(P*c4) + c5 + c6*cos(c7*exp(P*c8 + c9*t)),1,1,1,1,1,1,1,1,1
BPG23,gpt-5-2,full,1,1,1,1,1,1,1,1,1,4.14537651638e-13,6.54967908179e-13,1.13426845078e-08,0.0729203721411,0.0381709585841,0,0,1,0,0,1,0,0,1,logs/llm-srbench/full/gpt-5-2/BPG23.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5,"[-0.01815582823080296,-0.5980421224879853,-0.07682778221623598,1.196084289527174,-1.4969143816662018e-08,0.07338354229222856]",P**2*c0 + P*c1*exp(P*c2) + P*c3 + c4*exp(P*c5),1,1,1,0,1,1,0,1,1
BPG_all,gpt-5-2,full,15/24,18/24,20/24,20/24,21/24,19/24,19/24,19/24,19/24,3.95703012478e-13,3.80382945946e-13,3.97259455865e-09,0.00488766968462,0.00327508857896,9/24,14/24,23/24,10/24,16/24,23/24,8/24,13/24,23/24,,,,aggregate row; no single NMSE,combined aggregate row,,[],,23/24,23/24,23/24,20/24,23/24,23/24,20/24,23/24,23/24
CRK0,gpt-5-2,full,0,0,0,1,1,0,0,0,0,1.07017211731e-07,9.13989411293e-08,7.05883313226e-06,0.910126107811,0.00686855487299,0,0,0,0,1,1,0,0,0,logs/llm-srbench/full/gpt-5-2/CRK0.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7,"[36.58706661540241,-15.333530181476794,1.7898297195963295,-0.6583530652475698,-34.51760225616935,0.9622773899830921,4.9999999963216695,-31.01180989619742]",A**2*c0 + A**2*c1*log(A*c2 + 1) + A*c3 + c4*sin(A*c5 + c6) + c7,0,0,1,0,1,1,0,0,1
CRK1,gpt-5-2,full,0,0,0,1,1,0,0,0,0,2.70713736169e-13,2.27993741337e-13,1.02667525001e-08,0.0385370699796,0.00571006102889,0,0,1,0,1,1,0,0,1,logs/llm-srbench/full/gpt-5-2/CRK1.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6,"[-0.7741826706389828,-0.0077073330313129395,4.333886913111497,0.06915093527125464,3.6961757944883815,3.365160680853695,2.862597182535344]",A**2*c0 + A*c1 + c2*sin(c3*log(c4*exp(c5*Abs(A)) + 1) + c6),1,1,1,1,1,1,1,1,1
CRK2,gpt-5-2,full,0,0,1,1,1,0,0,0,0,4.45853085106e-11,4.98962964117e-11,1.59431140423e-08,0.00546329927852,0.000404998107044,0,1,1,1,1,1,0,1,1,logs/llm-srbench/full/gpt-5-2/CRK2.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6,"[-0.0049225419781316155,-0.07376911453081159,-0.26441237256690486,-4.534324731469881,0.26530754867809914,4.539340281558147,17.07219109163805]",(A**2*c0*t + A**2*c1 + A*c2*t + A*c3 + c4*t + c5)/(c6 + t),1,1,1,1,1,1,1,1,1
CRK3,gpt-5-2,full,0,1,1,1,1,0,0,0,0,3.48914536785e-13,3.55012639752e-13,2.06636164802e-09,3.08918404058e-05,3.40779490613e-05,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/gpt-5-2/CRK3.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-0.547523607680588,-0.03707905350426284,-1.4428346289083593,-1.6656156116316403,0.7169731422309826,3.9438811590345226,-2.9588079548443966,-2.6059989574406957,0.6512526358770278,0.7595484296347137]",A*c0*exp(c1*t) + A*c2 + c3*sin(A*c4 + c5) + c6*exp(c7*sin(A*c8 + c9)),1,1,1,1,1,1,1,1,1
CRK4,gpt-5-2,full,0,1,1,1,1,1,1,1,1,3.01377719979e-14,2.29561802805e-14,1.84187140952e-10,5.58506389319e-06,1.19724742864e-06,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/gpt-5-2/CRK4.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5,"[-0.11492903687428903,-659760.0771337021,659759.9846360108,3.8921087478498477,1.031670620859288e-07,-1.7121515597261798e-08]",A**2*c0 + A*c1 + A*c2*(c3 + t)**c4 + c5,1,1,1,1,1,1,1,1,1
CRK5,gpt-5-2,full,1,1,1,1,1,1,1,1,1,2.44678291424e-14,2.47307233809e-14,3.62970962097e-12,9.38441025827e-08,1.1334462936e-07,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/gpt-5-2/CRK5.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6,"[-0.32541563665146855,0.522950061739211,-5.361602882681633e-12,-10.79975967290002,1.0,1.924422676719248,1.8673218889527765]",sqrt(A)*c0 + c1*Abs(A)**(1/3) + c2*(c3 + t)**c4*sin(c5*Abs(A) + c6),1,1,1,1,1,1,1,1,1
CRK6,gpt-5-2,full,0,0,0,0,0,0,0,0,0,2.86024382674e-12,2.78627668484e-12,2.7090276374e-08,8.23722013619e-06,3.92799884456e-05,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/gpt-5-2/CRK6.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[1.0316575113544597,363.6953498591687,363.6903142862058,-0.44678386323682767,-0.08660272248973472,1.9529339075737842,-0.7411722788005324,-0.007735802004938151,-407300.0154809201,0.0017861113733165083]",sqrt(A)*c0 + A*c1 + A*c2 + A*c3*exp(c4*t) + A**c5*c6 + c7 + c8*log(A*c9 + 1),1,1,1,1,1,1,1,1,1
CRK7,gpt-5-2,full,0,1,1,1,1,1,1,1,1,1.24622690578e-12,1.37840163582e-12,6.63419147568e-11,6.65704440255e-06,1.94698499473e-06,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/gpt-5-2/CRK7.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8,"[-0.7317698471718007,-0.08162137787062544,6.435379964918898,7.242559508943035,-0.9808734490060833,0.9487597060133186,0.8663470801523184,4.998064676954354,-0.7304118314367262]",A*c0*exp(c1*t) + A/(A*c2 + c3) + c4*sin(c5*log(A*c6 + 1) + c7) + c8/(A*c2 + c3),1,1,1,1,1,1,1,1,1
CRK8,gpt-5-2,full,0,1,1,1,1,1,1,1,1,7.032112644e-13,5.37959420707e-13,1.6567359696,0.355478386862,0.073073415377,0,0,0,0,0,1,0,0,0,logs/llm-srbench/full/gpt-5-2/CRK8.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-0.674501463013,-0.7798870448410964,-0.19337681827841363,0.8871686894673549,9.57273103069165e-08,0.6502017099755685,19.478742266541907,-1.469521952853572e-06,0.35104737162416194,1.3758000116376339]",A**2*c0 + A*c1 + A*c2/(A + c3) + c4*t/(c5*t + c6) + c7/(c5*t + c6) + c8*log(A*c9 + 1),0,0,0,0,0,1,0,0,0
CRK9,gpt-5-2,full,0,0,0,1,1,1,1,1,1,1.34202828701e-13,1.38194226047e-13,2.77408227824e-08,0.0269101983058,0.0350927805703,0,0,1,0,0,1,0,0,1,logs/llm-srbench/full/gpt-5-2/CRK9.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7,"[-0.6101350357894151,-0.014905926493686706,0.19747132223692596,-1.3554752246724304,0.8945839353621617,0.9025342182381673,4.903400367066539,0.09386987454995342]",c0 + c1*exp(A*c2) + c3*sin(c4*log(c5*Abs(A) + 1) + c6) + c7/A**(1/5),1,1,1,1,1,1,1,1,1
CRK10,gpt-5-2,full,0,1,1,1,1,1,1,1,1,1.74451154271e-13,2.08128128137e-13,2.18664076409e-08,0.0253586916905,0.000416569580938,0,0,1,1,1,1,0,0,1,logs/llm-srbench/full/gpt-5-2/CRK10.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7,"[0.02653408628486147,0.5065614661211039,1.241665032407716,-0.16522800601268428,-0.20469105968828494,0.022933619488347736,0.6049262829131666,4.9999903536349635]",(A + c0 + (A*c1 + c2)*(A**2*c3 + A*c4 + c5*sin(A*c6 + c7)))/(A*c1 + c2),1,1,1,1,1,1,1,1,1
CRK11,gpt-5-2,full,0,0,0,0,1,0,1,1,1,3.44441855374e-13,4.90626097746e-13,4.99712044149e-09,0.0111869178459,0.0132963848264,0,0,1,0,0,1,0,0,1,logs/llm-srbench/full/gpt-5-2/CRK11.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[0.3790752011621139,1.2354545805654888,-8.978556933157698,-4.831574225735897,0.3333607823782601,0.3457710943572191,1.8997819252534882,-1.1029323336332166,-3.607217423249128e-09,-0.00929473283780364]",A*c0/(c1*exp(c2 + c3*t) + 1) + A**c4*c5 + A**c6*c7 + c8*exp(c9*t),1,1,1,1,1,1,1,1,1
CRK12,gpt-5-2,full,1,1,1,1,1,1,1,1,1,1.280667354e-13,1.03175272503e-13,3.17419553797e-12,2.6673606318e-07,1.71629134768e-07,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/gpt-5-2/CRK12.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5,"[-0.7535087958616262,1.0000000375036513,0.9999998630024881,3.1415926790605413,-0.4536905165740603,-0.08462477677605501]","c0*sin(c1*log(c2*Abs(A) + 1) + c3) + c4*exp(c5*t)*Max(0, A)",1,1,1,1,1,1,1,1,1
CRK13,gpt-5-2,full,1,1,1,1,1,1,1,1,1,7.2529064283e-15,7.02910917045e-15,5.61832816037e-13,1.07867201294e-07,8.47179671437e-08,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/gpt-5-2/CRK13.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6,"[1.639135915271852e-10,0.7356429555576447,0.8452674511127485,-0.23236714366890363,0.39587934646906203,0.5265641748974289,2.791740682868193e-10]",A**3*c0*sin(c1*t + c2) + A*c3 + c4*sin(A*c5 + c6),1,1,1,1,1,1,1,1,1
