test_case,model,task,SA@1,SA@5,SA@10,SA@50,SA@All,pareto_occam@5,mdl@5,pareto_occam@10,mdl@10,train_nmse,test_nmse,ood_nmse,test_max_rel_error,ood_max_rel_error,test_Acc0.001,test_Acc0.01,test_Acc0.1,ood_Acc0.001,ood_Acc0.01,ood_Acc0.1,both_Acc0.001,both_Acc0.01,both_Acc0.1,source_file,candidate_index,source_status,metric_status,selection_rule,param_names,best_params_json,preview,test_95pctAcc0.001,test_95pctAcc0.01,test_95pctAcc0.1,ood_95pctAcc0.001,ood_95pctAcc0.01,ood_95pctAcc0.1,both_95pctAcc0.001,both_95pctAcc0.01,both_95pctAcc0.1
BPG10,opus-4-6,degen_generator,1,1,1,1,1,1,1,1,1,1.79044792588e-15,2.07853328745e-15,4.00971755336e-14,8.62837412196e-08,1.02764962581e-07,1,1,1,1,1,1,1,1,1,logs/llm-srbench/degen_generator/opus-4-6/BPG10.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3,"[2.6885524305046534e-09,1.6529877688263386,0.10100809839869519,0.10100810062515735]",P**(2/3)*c0*cos(c1*t) + P**(1/3)*c2 + P*c3,1,1,1,1,1,1,1,1,1
BPG11,opus-4-6,degen_generator,1,1,1,1,1,1,1,1,1,7.74178659597e-14,8.3127362751e-14,7.64999806056e-09,0.00104468755587,1.2273993662e-05,0,1,1,1,1,1,0,1,1,logs/llm-srbench/degen_generator/opus-4-6/BPG11.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7,"[0.7124494023939223,-0.010339437375006323,0.7124493690266007,0.7124493671615559,-0.03459335781614398,-1.946367749250038e-07,1.4337240606935338,0.5933431715085529]",P**(1/3)*c0 + P**2*c1 + P*c2 + P*c3*exp(c4*t) + c5*sin(P*c6 + c7),1,1,1,1,1,1,1,1,1
BPG12,opus-4-6,degen_generator,1,1,1,1,1,1,1,1,1,6.78821352958e-13,6.62651765605e-13,1.51261974107e-12,0.000127706497479,0.000489311743029,1,1,1,1,1,1,1,1,1,logs/llm-srbench/degen_generator/opus-4-6/BPG12.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7,"[-0.010666881634693839,0.7013915268197851,-0.8770003031694255,0.5671736061626278,1.5707963280374515,-3.5387964708070746e-06,1.3496867563193116,4.079144426818791]",P**2*c0 + P*c1 + P*c2*cos(c3*t + c4) + c5*sin(P*c6 + c7),1,1,1,1,1,1,1,1,1
BPG13,opus-4-6,degen_generator,1,1,1,1,1,1,1,1,1,6.57574847214e-13,6.50629513571e-13,1.59583663166e-08,0.0158377938468,0.0227187230107,0,0,1,0,0,1,0,0,1,logs/llm-srbench/degen_generator/opus-4-6/BPG13.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7;c8,"[-0.0034862293912799338,0.05532345523801873,0.201073900275045,-0.20106595639147537,0.028024068376326625,5.636595913738982,6.596931411333584e-08,-2.9326739302673093e-07,1.5800589740012512]",P**3*c0 + P**2*c1 + P*c2 + P*c3/(c4*exp(P*c5) + 1) + c6 + c7/(c8 + t),1,1,1,1,1,1,1,1,1
BPG14,opus-4-6,degen_generator,1,1,1,1,1,1,1,1,1,4.05826764953e-14,3.60965254972e-14,1.56884980593e-08,0.000484639637246,2.72958268086e-05,1,1,1,1,1,1,1,1,1,logs/llm-srbench/degen_generator/opus-4-6/BPG14.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7;c8,"[-0.0028069856554443517,0.22847799163055843,-0.11423896726994473,-0.0836836247173562,0.11423893768162163,-0.08368365360020127,-2.6661606937491246e-10,-9.571978270424296,1.0]",P**2*c0 + P*c1 + P*c2*exp(P*c3) + P*c4*exp(c5*t) + P*c6*(c7 + t)**c8,1,1,1,1,1,1,1,1,1
BPG15,opus-4-6,degen_generator,1,1,1,1,1,1,1,1,1,2.12865744152e-14,2.09246339063e-14,9.2119794558e-13,1.98712299605e-07,1.2209971322e-07,1,1,1,1,1,1,1,1,1,logs/llm-srbench/degen_generator/opus-4-6/BPG15.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5,"[0.4866869504839109,0.4866911745498676,-0.08577402079059634,-3.908170580471177e-05,-0.031136505308282353,2.92895959809546e-06]",P**(1/3)*c0 + P*c1*exp(c2*t) + c3*tanh(c4*t) + c5,1,1,1,1,1,1,1,1,1
BPG16,opus-4-6,degen_generator,0,1,1,1,1,1,1,1,1,1.77291471725e-12,2.84305416936e-12,4.70651069222e-09,0.0396494039056,0.0161294497247,0,0,1,0,0,1,0,0,1,logs/llm-srbench/degen_generator/opus-4-6/BPG16.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6,"[1.999999853560448,-0.010098447025112868,0.204422794372817,-0.6666659750907199,867694.7488948622,1.000098633951541e-06,7.254692284699462e-07]",P*P**c0*c1 + P**c0*c2 + P**c3*c4*log(P*c5 + 1) + c6/t,1,1,1,1,1,1,1,1,1
BPG17,opus-4-6,degen_generator,0,0,0,1,1,1,1,1,1,5.85066076372e-14,5.87270208934e-14,8.97220723283e-07,0.000839040631203,0.000366471588181,1,1,1,1,1,1,1,1,1,logs/llm-srbench/degen_generator/opus-4-6/BPG17.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8,"[0.7579294370686237,-1.9739936224690366,0.4575375952879323,-0.6219442763565427,0.5608100372088715,1.2079165485642027,2.749947406819296,0.8712510791966107,-0.5678777630329211]",P**(1/3)*c0 + c1 + c2*exp(c3*sin(P*c4 + c5)) + c6*log(c7*exp(P*c8) + 1),1,1,1,1,1,1,1,1,1
BPG18,opus-4-6,degen_generator,1,1,1,1,1,1,1,1,1,1.0201117394e-12,1.14467330713e-12,1.75258996054e-12,0.000295351581585,0.0013526963544,1,1,1,0,1,1,0,1,1,logs/llm-srbench/degen_generator/opus-4-6/BPG18.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7;c8,"[-0.00872392810091218,0.4770530081905428,0.7760602432169403,6.259735545762728e-09,0.8909099676308165,8.451198702530871e-07,1.496749697953587,4.999999999998556,2.837936517777857e-07]",P**2*c0 + P*c1*sin(c2*t + c3) + P*c4 + c5*sin(P*c6 + c7) + c8,1,1,1,1,1,1,1,1,1
BPG19,opus-4-6,degen_generator,1,1,1,1,1,1,1,1,1,8.9343631325e-14,9.61435945354e-14,1.15352002182e-08,0.00371518852134,0.0341194252637,0,1,1,0,0,1,0,0,1,logs/llm-srbench/degen_generator/opus-4-6/BPG19.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6,"[-0.004982234365614026,0.4205670816972214,0.42056716221033985,-2.5945384322416727,-5.66591717966133e-08,4.999999999753502,1.7878062423817362]",P**2*c0 + P*c1 + P*c2*t**c3 + c4*sin(c5 + c6*t),1,1,1,0,1,1,0,1,1
BPG20,opus-4-6,degen_generator,0,0,0,0,0,0,0,0,0,1.12421814751e-12,1.23532442655e-12,3.48374394782e-09,0.0132657740206,0.0342381828848,0,0,1,0,0,1,0,0,1,logs/llm-srbench/degen_generator/opus-4-6/BPG20.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8,"[-3.038964213062488,-71085.32846217722,-0.00020914365377411193,-213919999.95106557,-0.0003322993043668347,213919999.9510532,-0.05257117035141914,0.006045951447976173,7.379350065813917]",P**2*c0 + P*c1*exp(P*c2) + c3*exp(P*c4) + c5 + c6/(c7*exp(P*c8) + 1),1,1,1,1,1,1,1,1,1
BPG21,opus-4-6,degen_generator,1,1,1,1,1,1,1,1,1,2.65074670124e-15,2.63499217502e-15,2.75043209567e-14,1.47417016039e-06,1.12945108411e-07,1,1,1,1,1,1,1,1,1,logs/llm-srbench/degen_generator/opus-4-6/BPG21.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7,"[-3.622245150344271,64651.389069081255,0.14042097871770914,1.2896644905637085e-06,-4.532129192035002,-64651.52948925303,0.00015949767076923753,-0.35445108470948505]",P**2*c0 + P*c1 + P*c2*(c3 + t)**c4 + P*c5*(P*c6 + 1)**c7,1,1,1,1,1,1,1,1,1
BPG22,opus-4-6,degen_generator,1,1,1,1,1,1,1,1,1,1.87700002392e-15,1.85746051302e-15,2.63257940092e-14,2.60328801954e-07,1.08489696765e-07,1,1,1,1,1,1,1,1,1,logs/llm-srbench/degen_generator/opus-4-6/BPG22.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7,"[-0.11781609199854051,-0.027228493016155476,0.117816081903843,-0.027228505508250983,0.11781611601399823,-2.2110497906499117e-08,1.5117910316448253,4.235303209966036]",P*c0*exp(P*c1) + P*c2*exp(c3*t) + P*c4 + c5*sin(c6*t + c7),1,1,1,1,1,1,1,1,1
BPG23,opus-4-6,degen_generator,0,1,1,1,1,1,1,1,1,4.14795695204e-13,6.54478292898e-13,1.13405840357e-08,0.0730782174598,0.0381296242529,0,0,1,0,0,1,0,0,1,logs/llm-srbench/degen_generator/opus-4-6/BPG23.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7,"[-0.5980050017024074,-0.0768296375642169,59976.788589285075,0.0007993892875723962,5.863926437153561e-07,-45590.381132048926,0.0004911137232163728,0.0010254083096802261]",P*c0*exp(P*c1) + c2*log(P*c3 + 1) + c4 + c5*exp(P*c6)*log(P*c7 + 1),1,1,1,0,1,1,0,1,1
BPG_all,opus-4-6,degen_generator,14/24,18/24,19/24,22/24,22/24,21/24,21/24,21/24,21/24,2.79390194282e-13,2.07478623322e-13,4.09512732002e-09,0.00484030438718,0.00299478035008,9/24,13/24,22/24,10/24,15/24,22/24,8/24,12/24,22/24,,,,aggregate row; no single NMSE,combined aggregate row,,[],,22/24,22/24,22/24,20/24,22/24,22/24,20/24,22/24,22/24
CRK0,opus-4-6,degen_generator,0,0,0,0,0,0,0,0,0,2.7869672433e-12,1.98778362175e-12,1.02606930498e-08,0.0227478267334,0.000297656153392,0,0,1,1,1,1,0,0,1,logs/llm-srbench/degen_generator/opus-4-6/CRK0.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-2240.5263714030143,-0.24719986016046214,2475.676676703583,-5896.5955611444,6532.510669200755,0.47297026828463656,1.4514011011259176,-964.0501075888451,0.7989670841054788,0.6561477775911191]",A*c0*exp(A*c1) + A*c2 + c3 + c4*sin(A*c5 + c6) + c7*sin(A*c8 + c9),1,1,1,1,1,1,1,1,1
CRK1,opus-4-6,degen_generator,0,0,1,1,1,0,0,0,0,2.70666373025e-13,2.28012796599e-13,1.02677342445e-08,0.0385370884717,0.0057099652066,0,0,1,0,1,1,0,0,1,logs/llm-srbench/degen_generator/opus-4-6/CRK1.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5,"[-235.91035759324944,-0.10625061072558617,-2.5815471451104974,237.1198400947016,0.08032038028697149,1.6260933509455362]",c0 + c1*exp(A*c2) + c3*sin(A*c4 + c5),1,1,1,1,1,1,1,1,1
CRK2,opus-4-6,degen_generator,0,0,0,1,1,0,0,0,0,4.46018373605e-11,4.98606064297e-11,1.59280005966e-08,0.00554866089186,0.00041402795949,0,1,1,1,1,1,0,1,1,logs/llm-srbench/degen_generator/opus-4-6/CRK2.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5,"[0.18454038238680698,-0.017919909278352006,4.984461741350002,0.03767915991646445,4.536328355552809,0.9954581473265487]",c0 + c1*exp(A*c2) + c3*exp(A*c4)*log(A*c5 + 1),1,1,1,1,1,1,1,1,1
CRK3,opus-4-6,degen_generator,0,0,0,0,1,0,0,0,0,3.51614852403e-13,3.50935740768e-13,2.13610331204e-09,2.58303832254e-05,3.35069167423e-05,1,1,1,1,1,1,1,1,1,logs/llm-srbench/degen_generator/opus-4-6/CRK3.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7,"[-0.4763657866205977,-0.19875844766062767,2.0489864180869524,-0.5475236643872042,-0.037079047064938565,0.6802166877233293,0.025081237070693044,1.0134735468923426]",A**2*c0 + A*c1*log(A*c2 + 1) + A*c3*exp(c4*t) + c5 + c6/(A**2 + c7),1,1,1,1,1,1,1,1,1
CRK4,opus-4-6,degen_generator,1,1,1,1,1,1,1,1,1,2.81927296424e-14,2.13517678677e-14,1.78360506887e-10,4.62050655899e-06,1.09848546788e-06,1,1,1,1,1,1,1,1,1,logs/llm-srbench/degen_generator/opus-4-6/CRK4.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3,"[-0.057386010132279786,-0.057543035664900724,0.06806555105002511,0.2569297853676331]",A**2*c0 + A**2*c1 + A*c2*log(c3*t + 1),1,1,1,1,1,1,1,1,1
CRK5,opus-4-6,degen_generator,0,1,1,1,1,1,1,1,1,2.26636727636e-14,2.339641707e-14,3.15845542334e-12,8.42378860433e-08,9.98438778822e-08,1,1,1,1,1,1,1,1,1,logs/llm-srbench/degen_generator/opus-4-6/CRK5.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4,"[0.5229500639493194,-0.3254156377628181,1.7511919094877988e-10,1.93748446866471,4.99778227773628]",A**(1/3)*c0 + sqrt(A)*c1 + c2*sin(A*c3 + c4),1,1,1,1,1,1,1,1,1
CRK6,opus-4-6,degen_generator,1,1,1,1,1,1,1,1,1,2.32459161547e-13,2.81180734167e-13,1.64796425664e-10,2.11171910168e-06,3.43738486879e-06,1,1,1,1,1,1,1,1,1,logs/llm-srbench/degen_generator/opus-4-6/CRK6.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-0.4465886110937838,-0.08660233574744511,-2.5985733988119337e-05,0.9910083697234578,1.0000255205928188,-1.5708951836104077,0.0002945905726119658,0.5483263522962071,-0.30910228188110556,-0.00017588164762152828]",A*c0*exp(c1*t) + c2 + c3*cos(sqrt(A)*c4 + c5) + c6*log(c7*exp(A*c8 + c9*t) + 1),1,1,1,1,1,1,1,1,1
CRK7,opus-4-6,degen_generator,1,1,1,1,1,1,1,1,1,1.24377275662e-12,1.38273093166e-12,6.27988464423e-11,5.84990981863e-06,1.75057270348e-06,1,1,1,1,1,1,1,1,1,logs/llm-srbench/degen_generator/opus-4-6/CRK7.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-0.7317697685916008,-0.08162137470004877,0.8403412356287607,0.9999998595094078,1.0000024723429095,1.5707957147217586,-9.099696508723156e-07,1.7917958736729214,0.4739524580981853,0.016560510776125748]",A*c0*exp(c1*t) + c2*sin(c3*log(A*c4 + 1) + c5) + c6*cos(c7*log(A*c8 + 1) + c9*t),1,1,1,1,1,1,1,1,1
CRK8,opus-4-6,degen_generator,0,1,1,1,1,1,1,1,1,3.24273890787e-13,4.00218568387e-13,0.0575239602926,0.160795821157,0.0463361424233,0,0,0,0,0,1,0,0,0,logs/llm-srbench/degen_generator/opus-4-6/CRK8.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-0.70676649289722,-0.05494272298582021,-0.5593736999921414,-0.004452886592782066,-0.5149157647570077,1.678593333527743e-09,-4.999898691794567,1.5824832296828717,0.1792287848284036,3.770912755787395]",A**2*c0 + A**2*c1*exp(A*c2 + c3*t) + A*c4 + c5*exp(c6*sin(A*c7 + c8*t + c9)),0,0,0,0,0,1,0,0,0
CRK9,opus-4-6,degen_generator,0,0,0,1,1,1,1,1,1,1.34760774714e-13,1.38744479756e-13,2.772773215e-08,0.0271090280224,0.035291451761,0,0,1,0,0,1,0,0,1,logs/llm-srbench/degen_generator/opus-4-6/CRK9.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-0.31765789199063926,-0.18223619952642803,0.49753671880630224,0.08424502026127298,0.872912875107125,-0.04306388625830088,0.5217017911418131,2.321427449440491,1.4586290286389763,4.999999994594671]",A*c0 + c1*sin(A*c2 + c3) + c4 + c5*log(A*c6 + 1)*sin(c7*log(A*c8 + 1) + c9),1,1,1,1,1,1,1,1,1
CRK10,opus-4-6,degen_generator,0,0,0,1,1,0,1,0,1,1.7364089559e-13,2.05505269848e-13,2.19126859036e-08,0.0257835300747,0.000410519480839,0,0,1,1,1,1,0,0,1,logs/llm-srbench/degen_generator/opus-4-6/CRK10.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6,"[3.601409437510092,3.062823803528524,-0.5843822027554941,0.15726055445652054,4.999938413159738,0.00014529549462869674,0.00020466224013983552]",A*c0/(A + c1) + A*c2*exp(A*c3) + A**c4*c5 + c6,1,1,1,1,1,1,1,1,1
CRK11,opus-4-6,degen_generator,0,0,1,1,1,1,1,1,1,3.35499344107e-13,4.9427095312e-13,4.99929060222e-09,0.011679844994,0.0130843468255,0,0,1,0,0,1,0,0,1,logs/llm-srbench/degen_generator/opus-4-6/CRK11.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5,"[1.9997341812125085,-0.9004239419531153,0.7128473682339357,1.1630062506087575,1.506262092652333,0.05823870720065085]",A**c0*c1 + A**c2*c3/(A**c2 + c4) + c5,1,1,1,1,1,1,1,1,1
CRK12,opus-4-6,degen_generator,0,0,0,0,0,0,0,0,0,6.27816522166e-09,5.97031488617e-09,2.96484494125e-05,0.000822414251175,0.00037896073645,1,1,1,1,1,1,1,1,1,logs/llm-srbench/degen_generator/opus-4-6/CRK12.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-0.20993518449826953,-0.06473464643948831,-0.10765799280579322,-0.4606520312925994,-0.018346806407674703,2.6886769943260957,-2.4280667504814124,-0.017780827626403786,0.47042127389586585,-1.7134331231837479]",A*c0*exp(c1*t) + A*c2 + A**c3*c4*t + c5 + c6*exp(c7*t) + c8*exp(c9/A),1,1,1,1,1,1,1,1,1
CRK13,opus-4-6,degen_generator,0,1,1,1,1,1,1,1,1,1.63257566218e-10,1.59787410815e-10,1.5977123891e-08,8.9005577707e-06,5.99181624424e-06,1,1,1,1,1,1,1,1,1,logs/llm-srbench/degen_generator/opus-4-6/CRK13.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5,"[-0.023911,0.00051096,-4.4772,0.0090855,0.23681,6.2829]",A*c0*exp(A*c1) + c2*log(A**2*c3 + 1)*sin(A*c4 + c5),1,1,1,1,1,1,1,1,1
CRK14,opus-4-6,degen_generator,1,1,1,1,1,1,1,1,1,1.87468703912e-14,1.99805394859e-14,5.07300549042e-11,9.00012385259e-06,5.13070100532e-06,1,1,1,1,1,1,1,1,1,logs/llm-srbench/degen_generator/opus-4-6/CRK14.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5,"[-0.12862415336221542,-0.12862419951817602,-0.05938438927532765,-0.3894243666729137,0.5829316469082806,3.1415925660787267]",sqrt(A)*c0 + A*c1*exp(c2*t) + c3*sin(A*c4 + c5),1,1,1,1,1,1,1,1,1
